reference,hypothesis,wer,wacc,plausibility,norm_plausibility,hallucination_like,hallucination_wacc_threshold,hallucination_plausibility_threshold,2gram_reps,3gram_reps,4gram_reps,config,config_family,noise_pct,perturbation,perturb_family,perturb_amplitude,perturb_duration,perturb_label
he was rehabilitated posthumously,the city is located in the southern part of the city of korea,3.25,-2.25,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
experts of geology agree yesterday s tsunami was just a herald of the imminent apocalypse,the city is located in the southern part of the city of korea,0.9333,0.0667,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the form of the building represents an upturned viking boat and a fish shape,the story of the two is a bit more complex and interesting,0.7143,0.2857,0.037,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the thought was so dreadful to him that he forgot about the heat and went forward,the city is located in the southern part of the city of korea,0.875,0.125,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
at least six de winton locomotives have been preserved,he said some of the work was done in the west,1.2222,-0.2222,0.0325,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
it builds up a lot of people do things together that they know,the city is also home to the city of canada and canada canada is the second largest city in the world,1.5385,-0.5385,0.0589,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
thirty concentration camps in total were established across the puppet state,the city is also home to the city of canada and canada canada is the second largest city in the world,1.8182,-0.8182,0.0589,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
he played for the delhi daredevils in the previous seasons,he is the only other member of the band to have a record of the song,1.4,-0.4,0.0629,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
i don t want anything for myself,the city is located in the southern part of the city of korea,1.8571,-0.8571,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
we knew each other,the city is located in the southern part of the city of korea,3.25,-2.25,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
westman accepted and rosenberger was voted out,the church was built in the late 19th century,1.2857,-0.2857,0.0679,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
we couldn t believe a ball was going that far,this is the first time i have ever seen a windscreen in my life,1.4,-0.4,0.0588,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
tea served from the brown jug is tasty,the city is located in the southern part of the city of korea,1.5,-0.5,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
he was survived by his third wife etta a daughter and two stepsons,he was alive and i could see his face and i could see his face,1.0,0.0,0.0439,1.0,0,-0.6781,0.9527,5,4,3,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
maybe she didn t even remember him,the east is the center of the western hemisphere,1.2857,-0.2857,0.0231,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
his poetry has features of a report often with a distinct narrative story line,the first two years of the war were the most important years of the war,1.0,0.0,0.076,1.0,0,-0.6781,0.9527,3,2,1,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
dawson and spencer have since separated,the first time i saw him i was like what the hell is he doing,2.5,-1.5,0.0524,1.0,1,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the other player is antonio langham,the city is located in the southern part of the city of korea,2.0,-1.0,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
but he prevailed,the city is located in the southern part of the city of korea,4.3333,-3.3333,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
they are the first to start the next round,the city is also home to the city of canada,1.0,0.0,0.021,0.8041,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
there were lights in the upper windows of the houses when the people went to bed,the city is also home to the city of canada and canada canada is the second largest city in the world,1.1875,-0.1875,0.0589,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
i don t want to,the city is located in the southern part of the city of korea,2.6,-1.6,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
curtis attended okemos high school at the same time as smallville s tom welling,the city is located in the southern part of the city of korea,0.9286,0.0714,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
it won critical acclaim at its sundance screening,the city is located in the southern part of the city of korea,1.625,-0.625,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
he noticed the unequal cooling of its surface,their participation was easily accepted,1.0,0.0,0.0014,0.737,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
out of the four venkman is the default ghostbuster that is selected,i suppose you can see the rest of the country coming up,1.0,0.0,0.0182,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
it seemed so safe and tranquil,the city is located in the southern part of the city of korea,2.1667,-1.1667,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
please be humble,the city is located in the southern part of the city of korea,4.3333,-3.3333,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
glas bheinn lies between ullapool and durness,the city is located in the southern part of the city of korea,1.8571,-0.8571,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
byron is named after an employee of the railroad,the city is located in the southern part of the city of korea,1.1111,-0.1111,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
he had a week long residency at the olympia theatre,the head of the star is the most beautiful and the most beautiful in the world,1.5,-0.5,0.0425,1.0,0,-0.6781,0.9527,2,1,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
what s the matter with you,the city is located in the southern part of the city of korea,2.0,-1.0,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
for at that time it had not occurred to him that it might be hollow,the city is located in the central part of the city center,1.0,0.0,0.0787,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
that is quite another matter,the city is located in the southern part of the city of korea,2.4,-1.4,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the novel contains autobiographical elements,not to be too late,1.0,0.0,0.0203,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
jarvis founded the steel company of canada,the city is located in the southern part of the city of korea,1.5714,-0.5714,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
harry groaned aloud we have lost him,have you drawn a line we have left,1.0,0.0,0.0063,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
it could have been steel silver or platinum,it could have been seen in the way of latin music,0.875,0.125,0.0107,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
she was also a philanthropist,the city is located in the southern part of the city of korea,2.6,-1.6,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the badge on the front grille was an option at first,the city is located in the southern part of the city of korea,1.0,0.0,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
jef raskin jokingly stated yes we named our software after a bug,the effect is very similar to the effect of the electric motor,1.0,0.0,0.0462,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
a basketball was too heavy while the basketball bladder was too light,the first is the first time,0.9167,0.0833,0.0166,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
it was a spinoff of american heritage magazine,the city is also home to the city of canada and canada canada is the only city in canada that has a city hall,2.875,-1.875,0.044,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
simon sez had an extremely negative reception by critics,some of the first steps were to make the bridge a bridge,1.3333,-0.3333,0.0235,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
in a weeks time we re going to america,the city is located in the southern part of the city of korea,1.3333,-0.3333,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
can i be used to request invocation of a subsystem on the remote system,the city is located in the southern part of the city of korea,1.0,0.0,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
he was replaced on bass guitar by justin klug,he took the first place,0.8889,0.1111,0.0085,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
operation of the trunk line continued on wooden trestles,a very small group of people are coming in and out of the building,1.4444,-0.4444,0.05,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
magnesium fluoride is transparent over an extremely wide range of wavelengths,the city is home to the city of california and the city of california,1.0909,-0.0909,0.0625,1.0,0,-0.6781,0.9527,3,2,1,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
four giant packing sheds stored fresh packed potatoes and delivered them onto railroad cars,he was very successful in his career,1.0,0.0,0.0296,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
what is his name,the city is located in the southern part of the city of korea,3.0,-2.0,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
imperial diet,he was in the fight,2.5,-1.5,0.015,1.0,1,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
it has a white crescent above and behind its eye,the city is also home to the city of canada and canada canada is the second largest city in the world,2.0,-1.0,0.0589,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
mr smith and his henchmen arrive soon after and capture the trio,the city is located in the southern part of the city of korea,1.0833,-0.0833,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
they could no longer support the mir,the city is located in the southern part of the city of korea,1.7143,-0.7143,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
i thought i d give the kids a treat,a tall and beautiful bridge at the end,1.0,0.0,0.0067,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
flax makes a fine brand of paper,the city is located in the southern part of the city of korea,1.7143,-0.7143,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
those who tend toward law are sages engineers researchers scholars investigators or inventors,the city is also home to the city s most important city the city is also home to the city s most important city,1.8462,-0.8462,0.0604,1.0,1,-0.6781,0.9527,10,10,9,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
a streak of color ran down the left edge,he was a great leader in the military,0.8889,0.1111,0.0346,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
in such cases the festival assumes less imposing dimensions,the city is located in the southern part of the city of korea,1.3333,-0.3333,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the ball struck the foul pole well above the green monster,the city is located in the southern part of the city of korea,1.0,0.0,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
some went away while i was there and other people came,the city is located in the southern part of the city of korea,1.1818,-0.1818,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
trench was born in belize city in british honduras,their first appearance was in the movie the big hit of the summer,1.3333,-0.3333,0.0203,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
tyger williams wrote the screenplay and shared story credit with the brothers,the city is also home to the city s most important city the city is also home to the city s most important city,1.8333,-0.8333,0.0604,1.0,1,-0.6781,0.9527,10,10,9,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
this festival was to be a charity fundraiser for the area,the city is also home to the city of london,1.0,0.0,0.025,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
both the rebecca riots and chloe arguelle were translated into russian by liberal intelligentsia,the city is also home to the city s most important city the city is also home to the city s most important city,1.6429,-0.6429,0.0604,1.0,0,-0.6781,0.9527,10,10,9,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
it was written by showrunner jon favreau and directed by bryce dallas howard,the city is located in the southern part of the city of korea,1.0,0.0,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
why didn t you say something,the city is located in the southern part of the city of korea,2.1667,-1.1667,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
to steal a hog and give away the feet in alms to god,the city is located in the southern part of the city of korea,1.0,0.0,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the act did not prohibit paying a representative to appear in court,the act began for his extended occupation as a military officer,0.8333,0.1667,0.0036,0.3953,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
russo said you never want to say never,the city is located in the southern part of the city of korea,1.625,-0.625,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
it was a roving reporter walk,the city is located in the southern part of the city of korea,2.1667,-1.1667,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the fourth component of homogeneous coordinates is usually set to one,the city is located in the southern part of the city of korea,1.0909,-0.0909,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
she is working in a small restaurant and dreams of becoming an actress,the city is located in the southern part of the city of korea,0.9231,0.0769,0.0414,0.929,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
my niece can help you with that,the next day,1.0,0.0,0.0109,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
hope for the best and prepare for the worst,the most important thing is to have a good relationship with your partner,1.4444,-0.4444,0.1126,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
what is she like,the city is located in the southern part of the city of korea,3.0,-2.0,0.0414,1.0,1,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
all were owned by the everett moore syndicate,the city is located in the southern part of the city of korea,1.5,-0.5,0.0414,1.0,0,-0.6781,0.9527,1,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
will it rain tomorrow,the main thing is modern,1.25,-0.25,0.0032,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the beaver river briefly enters the east central part of the township,the two players were good at the same time,0.9167,0.0833,0.0282,1.0,0,-0.6781,0.9527,0,0,0,base,base,0,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
joe keaton disapproved of films and buster also had reservations about the medium,the cross was added to its name during the macquarie era of the cincinnati community,1.0769,-0.0769,0.0069,1.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
for a discussion see mass in general relativity,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the cadets attack the office and the rebellion is ended,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
how is mozilla going to handle ambiguities like queue and cue,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
it was always so,what are you saying,1.0,0.0,0.0255,1.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
she has shown fine bindings in exhibitions throughout her career,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
i will tell her what we decided,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
she graduated from the university of new brunswick,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the song was produced by go grizz and smash david,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
do you want me,maybe what s coming,1.0,0.0,0.0003,0.0082,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
that would be funny if he did,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
this release is currently out of print,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
what did it mean,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
at the hospital i met a very nice nurse,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
religious festivals include the muslim eids and the christian christmas and easter,the vehicle has been detailed as much as possible until its completion,1.0,0.0,0.0104,1.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the cornices of the room were mostly intact but showed signs of damage from damp,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
karina smirnoff of dancing with the stars hosted the following month,china china of fencing literature was in the parliament,0.8182,0.1818,0.0008,1.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
the land was ruined and i had to find some other way to earn a living,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
i pointed out mars a bright dot of light,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
i know why i want to get back to my flock he thought,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
she is married to the rapper and playwright baba brinkman,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
many notable problem and study composers are also international judges including genrikh kasparyan,the name of the entire city of kraków is kraków city district and it is named after the city of kraków,1.6154,-0.6154,0.0599,1.0,0,-0.716,0.2462,2,1,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
my office is located on level fifteen,more concerts is located in the area this week,1.0,0.0,0.0045,1.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
that s not carson sphinx,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
what will they think,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
lorenz is listed as a swiss heritage site of national significance,,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
he is the first known and undisputed member of the gediminids,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
we should not take for granted how fortunate we have been,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
as such it is face uniform but with irregular face polygons,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
where will you go,you,0.75,0.25,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
get out of this,you,1.0,0.0,0.0,0.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
only john wayne himself surpassed mcgrath in scenes in this movie,the center of the circle is the point where the crossroads meet,1.0909,-0.0909,0.0327,1.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
vera schlink is a talented fund manager she works in vienna,the black sheep is a racist animal,0.9091,0.0909,0.0038,1.0,0,-0.716,0.2462,0,0,0,rr_64pct,rr,64,full_noise_amp0.75_dur0.0,full_noise,0.75,0.0,"full_noise
amp=0.75, dur=0"
