analysis_id	detail_file	detail_row	eval_config	perturbation	reference	hypothesis	wer	wacc	norm_plausibility	hallucination_like	2gram_reps	3gram_reps	4gram_reps	reference_norm	hypothesis_norm
3375	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	297	rr_64pct	reverb_amp0.5_dur0.5	the series writers included mcgovern danny brocklehurst alice nutter and shaun duggan	the series writers included mcgovern danny brockless annie snarter and sean levin	0.4167	0.5833	0.9969	1	0	0	0	the series writers included mcgovern danny brocklehurst alice nutter and shaun duggan	the series writers included mcgovern danny brockless annie snarter and sean levin
3376	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	302	rr_64pct	reverb_amp0.5_dur0.5	it is next to burnhamthorpe collegiate institute and the burnhamthorpe square office complex	it is next to the bernhampter collegiate institute and the bernhampter square office complex	0.2308	0.7692	1.0	1	1	0	0	it is next to burnhamthorpe collegiate institute and the burnhamthorpe square office complex	it is next to the bernhampter collegiate institute and the bernhampter square office complex
3377	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	304	rr_64pct	reverb_amp0.5_dur0.5	his first trainers was vitaliy khmelnytskyi	his first trade ups were many more than he	1.1667	-0.1667	1.0	1	0	0	0	his first trainers was vitaliy khmelnytskyi	his first trade ups were many more than he
3378	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	313	rr_64pct	reverb_amp0.5_dur0.5	i notice you still remember it	i never thought you would ever remember me	0.8333	0.1667	1.0	1	0	0	0	i notice you still remember it	i never thought you would ever remember me
3379	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	324	rr_64pct	reverb_amp0.5_dur0.5	pindari river later joins alaknanda river at karnaprayag	pindaree river later joins laknanda river at karnapreyag	0.375	0.625	0.9135	1	0	0	0	pindari river later joins alaknanda river at karnaprayag	pindaree river later joins laknanda river at karnapreyag
3380	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	340	rr_64pct	reverb_amp0.5_dur0.5	after mumbai it also break all records of bhojpuri box office in bihar	after mumbai is on its way home the cars are due towards hrithikawthar s bhiya	1.0	0.0	0.8716	1	0	0	0	after mumbai it also break all records of bhojpuri box office in bihar	after mumbai is on its way home the cars are due towards hrithikawthar s bhiya
3381	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	341	rr_64pct	reverb_amp0.5_dur0.5	but after musial injured his pitching arm his career was in serious jeopardy	but after a new style injured his pitching arm his career was in serious jeopardy	0.2308	0.7692	1.0	1	0	0	0	but after musial injured his pitching arm his career was in serious jeopardy	but after a new style injured his pitching arm his career was in serious jeopardy
3382	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	347	rr_64pct	reverb_amp0.5_dur0.5	my dad is a republican	adad is a republican	0.4	0.6	1.0	1	0	0	0	my dad is a republican	adad is a republican
3383	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	355	rr_64pct	reverb_amp0.5_dur0.5	near the beachouse is a large modern playground	near the beach house is a large modern playground	0.25	0.75	1.0	1	0	0	0	near the beachouse is a large modern playground	near the beach house is a large modern playground
3384	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	364	rr_64pct	reverb_amp0.5_dur0.5	however there are some issues that came out full colored to celebrate certain anniversaries	however there are some pieces that came out full color to celebrate certain emirates	0.2143	0.7857	1.0	1	0	0	0	however there are some issues that came out full colored to celebrate certain anniversaries	however there are some pieces that came out full color to celebrate certain emirates
3385	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	389	rr_64pct	reverb_amp0.5_dur0.5	blackmar life of chas	and i am ive of chance	1.25	-0.25	1.0	1	0	0	0	blackmar life of chas	and i am ive of chance
3386	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	392	rr_64pct	reverb_amp0.5_dur0.5	vitti s made only two english language films	it is made only two english language films	0.25	0.75	0.9593	1	0	0	0	vitti s made only two english language films	it is made only two english language films
3387	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	393	rr_64pct	reverb_amp0.5_dur0.5	charly was now alone	charlie was now alone	0.25	0.75	1.0	1	0	0	0	charly was now alone	charlie was now alone
3388	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	399	rr_64pct	reverb_amp0.5_dur0.5	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons	0.0	1.0	1.0	0	1	0	0	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons
3389	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	413	rr_64pct	reverb_amp0.5_dur0.5	further there is no mention of the comet in chinese literature of the time	further there is no mention of the comet in chinese literature of the time	0.0	1.0	1.0	0	1	0	0	further there is no mention of the comet in chinese literature of the time	further there is no mention of the comet in chinese literature of the time
3390	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	419	rr_64pct	reverb_amp0.5_dur0.5	four hundred and fifty dollars	so i went and seized the coals	1.2	-0.2	0.1178	0	0	0	0	four hundred and fifty dollars	so i went and seized the coals
3391	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	421	rr_64pct	reverb_amp0.5_dur0.5	we ve got to walk up to the tower	we need to rush up to the camp	0.4444	0.5556	0.9809	1	0	0	0	we ve got to walk up to the tower	we need to rush up to the camp
3392	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	427	rr_64pct	reverb_amp0.5_dur0.5	it was seen early in the morning rushing over eastward	it was seen early in the morning russian power in the city was being sent to the city of chelyabinsk	1.3	-0.3	1.0	1	2	0	0	it was seen early in the morning rushing over eastward	it was seen early in the morning russian power in the city was being sent to the city of chelyabinsk
3393	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	436	rr_64pct	reverb_amp0.5_dur0.5	waterfire now enjoys national and international renown	the fire now enjoys national and international renown	0.2857	0.7143	1.0	1	0	0	0	waterfire now enjoys national and international renown	the fire now enjoys national and international renown
3394	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	441	rr_64pct	reverb_amp0.5_dur0.5	lemme have the desk	let me have the desk	0.5	0.5	1.0	1	0	0	0	lemme have the desk	let me have the desk
3395	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	445	rr_64pct	reverb_amp0.5_dur0.5	the instruments have names like exhaustaphone tank bass doorimba tube flute and percarsion	en su mejor componencia la estatuofon tango baile dorimba lube flaut ampertación	1.0	0.0	1.0	1	0	0	0	the instruments have names like exhaustaphone tank bass doorimba tube flute and percarsion	en su mejor componencia la estatuofon tango baile dorimba lube flaut ampertaci n
3396	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	465	rr_64pct	reverb_amp0.5_dur0.5	the oldest superstring theory containing open strings was type one string theory	the oldest super string theory containing open strings was titled one string theory	0.25	0.75	0.856	1	1	0	0	the oldest superstring theory containing open strings was type one string theory	the oldest super string theory containing open strings was titled one string theory
3397	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	468	rr_64pct	reverb_amp0.5_dur0.5	dicastillo is a village in navarra	de castillo is a village in novara	0.5	0.5	1.0	1	0	0	0	dicastillo is a village in navarra	de castillo is a village in novara
3398	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	471	rr_64pct	reverb_amp0.5_dur0.5	except from the last two the other villages had been physically integrated into laredo	except from the hospital the other days an end is immediately led into the room	0.7143	0.2857	1.0	1	0	0	0	except from the last two the other villages had been physically integrated into laredo	except from the hospital the other days an end is immediately led into the room
3399	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	472	rr_64pct	reverb_amp0.5_dur0.5	salman noor	salman noir	0.5	0.5	1.0	1	0	0	0	salman noor	salman noir
3400	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	479	rr_64pct	reverb_amp0.5_dur0.5	to err is human to forgive divine	to all the sin of the gift in mind	1.1429	-0.1429	1.0	1	0	0	0	to err is human to forgive divine	to all the sin of the gift in mind
3401	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	480	rr_64pct	reverb_amp0.5_dur0.5	a bird in hand is worth two in the bush	the bird in hand the boar stood on the bush	0.5	0.5	0.9946	1	0	0	0	a bird in hand is worth two in the bush	the bird in hand the boar stood on the bush
3402	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	496	rr_64pct	reverb_amp0.5_dur0.5	yeah i was in a wheel chair for months	yeah i was in the military all the time	0.5556	0.4444	1.0	1	0	0	0	yeah i was in a wheel chair for months	yeah i was in the military all the time
3403	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	523	rr_64pct	reverb_amp0.5_dur0.5	in microprocessors branch prediction permits avoidance of pipeline emptying at branch instructions	in microprocessors large reduction limits avoidance of pipeline and in advance restrictions	0.5833	0.4167	0.9583	1	0	0	0	in microprocessors branch prediction permits avoidance of pipeline emptying at branch instructions	in microprocessors large reduction limits avoidance of pipeline and in advance restrictions
3404	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	525	rr_64pct	reverb_amp0.5_dur0.5	his father was mathai	his father was matthai	0.25	0.75	1.0	1	0	0	0	his father was mathai	his father was matthai
3405	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	526	rr_64pct	reverb_amp0.5_dur0.5	four	war war war	3.0	-2.0	0.0	0	1	0	0	four	war war war
3406	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	532	rr_64pct	reverb_amp0.5_dur0.5	every search begins with beginner s luck	the episode begins with beginner s word	0.4286	0.5714	0.9083	1	0	0	0	every search begins with beginner s luck	the episode begins with beginner s word
3407	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	535	rr_64pct	reverb_amp0.5_dur0.5	the area around megali sterna consists mostly of agricultural land	surrey around megalithana consists mostly of agricultural land	0.4	0.6	1.0	1	0	0	0	the area around megali sterna consists mostly of agricultural land	surrey around megalithana consists mostly of agricultural land
3408	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	538	rr_64pct	reverb_amp0.5_dur0.5	a fire button shoots the player craft s weaponry	a fire button shoots the player across the factory	0.3333	0.6667	1.0	1	0	0	0	a fire button shoots the player craft s weaponry	a fire button shoots the player across the factory
3409	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	550	rr_64pct	reverb_amp0.5_dur0.5	if you know your heart well it will never be able to do that to you	if you know you are alone it will never be easy for you	0.5	0.5	1.0	1	0	0	0	if you know your heart well it will never be able to do that to you	if you know you are alone it will never be easy for you
3410	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	553	rr_64pct	reverb_amp0.5_dur0.5	for several years she was married to len wein	for several years she was married to elizabeth warren	0.2222	0.7778	1.0	1	0	0	0	for several years she was married to len wein	for several years she was married to elizabeth warren
3411	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	556	rr_64pct	reverb_amp0.5_dur0.5	that s the sub foreman explained thorpe	that some former spring torpedoes	0.8571	0.1429	1.0	1	0	0	0	that s the sub foreman explained thorpe	that some former spring torpedoes
3412	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	557	rr_64pct	reverb_amp0.5_dur0.5	trample the spark else the flames will spread	purple is hot so the flames will spread	0.5	0.5	1.0	1	0	0	0	trample the spark else the flames will spread	purple is hot so the flames will spread
3413	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	567	rr_64pct	reverb_amp0.5_dur0.5	the rainforests are depleted we turned the planet into a waste ground	the rainforests are depleted and he turned the planet into a wasteground	0.3333	0.6667	0.9642	1	0	0	0	the rainforests are depleted we turned the planet into a waste ground	the rainforests are depleted and he turned the planet into a wasteground
3414	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	571	rr_64pct	reverb_amp0.5_dur0.5	are the consequences more humanistic or antihumanistic	are the consequences more humanistic or anti humanistic	0.2857	0.7143	0.8646	1	0	0	0	are the consequences more humanistic or antihumanistic	are the consequences more humanistic or anti humanistic
3415	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	572	rr_64pct	reverb_amp0.5_dur0.5	glass eel is on the menu today but it s too expensive	glass eel is on the menu today but is still expensive	0.25	0.75	1.0	1	0	0	0	glass eel is on the menu today but it s too expensive	glass eel is on the menu today but is still expensive
3416	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	598	rr_64pct	reverb_amp0.5_dur0.5	down jumped the driver and out got mr pickwick	down to our subscribers and also mrpickweek	0.7778	0.2222	1.0	1	0	0	0	down jumped the driver and out got mr pickwick	down to our subscribers and also mrpickweek
3417	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	612	rr_64pct	reverb_amp0.5_dur0.5	he is however usually addressed as lord stern or lord stern of brentford	he is however usually dressed as lord stern or lord stern of brentford	0.0769	0.9231	0.8402	0	1	0	0	he is however usually addressed as lord stern or lord stern of brentford	he is however usually dressed as lord stern or lord stern of brentford
3418	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	627	rr_64pct	reverb_amp0.5_dur0.5	knob noster state park is nearby	nagamastar state park is nearby	0.3333	0.6667	1.0	1	0	0	0	knob noster state park is nearby	nagamastar state park is nearby
3419	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	628	rr_64pct	reverb_amp0.5_dur0.5	maybe because that wasn t really his dream	maybe because that wasn t his name	0.25	0.75	1.0	1	0	0	0	maybe because that wasn t really his dream	maybe because that wasn t his name
3420	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	629	rr_64pct	reverb_amp0.5_dur0.5	real schools secondary schools giving a general practical education	rio schools secondary schools giving a general medical education	0.2222	0.7778	1.0	1	0	0	0	real schools secondary schools giving a general practical education	rio schools secondary schools giving a general medical education
3421	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	642	rr_64pct	reverb_amp0.5_dur0.5	fall seven times stand up eight	more than nine stand of eight	0.6667	0.3333	0.9602	1	0	0	0	fall seven times stand up eight	more than nine stand of eight
3422	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	645	rr_64pct	reverb_amp0.5_dur0.5	undefined	everything on earth and he vanished around the corner of the planet	12.0	-11.0	1.0	1	0	0	0	undefined	everything on earth and he vanished around the corner of the planet
3423	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	648	rr_64pct	reverb_amp0.5_dur0.5	the show then migrated to the groundlings theatre in los angeles	the show then migrated to the ground in theater in los angeles	0.2727	0.7273	1.0	1	0	0	0	the show then migrated to the groundlings theatre in los angeles	the show then migrated to the ground in theater in los angeles
3424	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	655	rr_64pct	reverb_amp0.5_dur0.5	i always end up soft throwing	i was in a soft room	0.6667	0.3333	1.0	1	0	0	0	i always end up soft throwing	i was in a soft room
3425	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	657	rr_64pct	reverb_amp0.5_dur0.5	you re just the one i wanted to see	it is the one and only seed	0.7778	0.2222	1.0	1	0	0	0	you re just the one i wanted to see	it is the one and only seed
3426	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	663	rr_64pct	reverb_amp0.5_dur0.5	kamogawa station	kamongawa station ryosan line	1.5	-0.5	0.4143	0	0	0	0	kamogawa station	kamongawa station ryosan line
3427	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	668	rr_64pct	reverb_amp0.5_dur0.5	a child with a helmet on his head rides a bike	the child with the helmet on his head rides the bike	0.2727	0.7273	0.9279	1	0	0	0	a child with a helmet on his head rides a bike	the child with the helmet on his head rides the bike
3428	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	676	rr_64pct	reverb_amp0.5_dur0.5	right of the interstate distributing general electric light bulbs	flight of the interstate distributed general electric light bulbs	0.2222	0.7778	1.0	1	0	0	0	right of the interstate distributing general electric light bulbs	flight of the interstate distributed general electric light bulbs
3429	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	677	rr_64pct	reverb_amp0.5_dur0.5	it doesn t look good	it does not look good	0.4	0.6	1.0	1	0	0	0	it doesn t look good	it does not look good
3430	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	679	rr_64pct	reverb_amp0.5_dur0.5	secondary characters come to the fore loyalties are strained	secondary characters come to the fore for a relatively long time	0.5556	0.4444	1.0	1	0	0	0	secondary characters come to the fore loyalties are strained	secondary characters come to the fore for a relatively long time
3431	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	680	rr_64pct	reverb_amp0.5_dur0.5	the plan goes awry when the bees see through the plan	the plan goes awry when the bees see through the plan	0.0	1.0	1.0	0	1	0	0	the plan goes awry when the bees see through the plan	the plan goes awry when the bees see through the plan
3432	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	683	rr_64pct	reverb_amp0.5_dur0.5	ritz productions include to kill a mockingbird and big among others	rich productions include to kill a monkey bird and big among others	0.2727	0.7273	0.8979	1	0	0	0	ritz productions include to kill a mockingbird and big among others	rich productions include to kill a monkey bird and big among others
3433	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	689	rr_64pct	reverb_amp0.5_dur0.5	a hyper reflexive operator algebra is automatically reflexive	a hyperreflexive operator algebra is automatically reflexive	0.25	0.75	1.0	1	0	0	0	a hyper reflexive operator algebra is automatically reflexive	a hyperreflexive operator algebra is automatically reflexive
3434	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	690	rr_64pct	reverb_amp0.5_dur0.5	it must have fallen while i was sitting over there	it was a problem while i was sitting all day	0.5	0.5	1.0	1	0	0	0	it must have fallen while i was sitting over there	it was a problem while i was sitting all day
3435	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	697	rr_64pct	reverb_amp0.5_dur0.5	a friend to everybody is a friend to nobody	a friend to everybody is a friend to nobody	0.0	1.0	1.0	0	2	1	0	a friend to everybody is a friend to nobody	a friend to everybody is a friend to nobody
3436	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	709	rr_64pct	reverb_amp0.5_dur0.5	that is something i won t encourage	this is something i want in courage	0.5714	0.4286	1.0	1	0	0	0	that is something i won t encourage	this is something i want in courage
3437	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	744	rr_64pct	reverb_amp0.5_dur0.5	beachley narrates the seven network factual series beach cops	beechley narrates the seven network factual series beat cuffs	0.3333	0.6667	1.0	1	0	0	0	beachley narrates the seven network factual series beach cops	beechley narrates the seven network factual series beat cuffs
3438	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	750	rr_64pct	reverb_amp0.5_dur0.5	moers has two children	morse has two children	0.25	0.75	1.0	1	0	0	0	moers has two children	morse has two children
3439	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	754	rr_64pct	reverb_amp0.5_dur0.5	we couldn t believe a ball was going that far	he could not believe a ball was moving that far	0.4	0.6	1.0	1	0	0	0	we couldn t believe a ball was going that far	he could not believe a ball was moving that far
3440	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	765	rr_64pct	reverb_amp0.5_dur0.5	seoul has two main airports the incheon international airport as well as gimpo international airport	seoul has two main airports the indian international airport as well as the impo international airport	0.2	0.8	1.0	0	1	0	0	seoul has two main airports the incheon international airport as well as gimpo international airport	seoul has two main airports the indian international airport as well as the impo international airport
3441	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	766	rr_64pct	reverb_amp0.5_dur0.5	it has inherent support for run time cast validation	it has inherent support for runtime cast validation	0.2222	0.7778	0.9104	1	0	0	0	it has inherent support for run time cast validation	it has inherent support for runtime cast validation
3442	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	771	rr_64pct	reverb_amp0.5_dur0.5	the arrowhead line primarily served to haul water tanks from the arrowhead springs company	the arrowhead line mainly serve to haul water tank from the arrowhead spring company	0.2857	0.7143	0.7167	0	1	0	0	the arrowhead line primarily served to haul water tanks from the arrowhead springs company	the arrowhead line mainly serve to haul water tank from the arrowhead spring company
3443	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	793	rr_64pct	reverb_amp0.5_dur0.5	medieval madness was also included in the arcade game ultrapin	nightfall madness was also included in the arcade game after game	0.3	0.7	1.0	1	0	0	0	medieval madness was also included in the arcade game ultrapin	nightfall madness was also included in the arcade game after game
3444	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	807	rr_64pct	reverb_amp0.5_dur0.5	tembaga entered dutch usage concurrent with their colonisation of indonesia	tambaga entered dutch usage concurrent with the colonization of indonesia	0.3	0.7	0.9472	1	0	0	0	tembaga entered dutch usage concurrent with their colonisation of indonesia	tambaga entered dutch usage concurrent with the colonization of indonesia
3445	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	809	rr_64pct	reverb_amp0.5_dur0.5	this prevented the sale distribution or display of the tape	this prevents the sale of the distribution of the display in rojeda	0.7	0.3	1.0	1	1	0	0	this prevented the sale distribution or display of the tape	this prevents the sale of the distribution of the display in rojeda
3446	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	812	rr_64pct	reverb_amp0.5_dur0.5	the food supplies spoil	i was impressed	1.0	0.0	1.0	1	0	0	0	the food supplies spoil	i was impressed
3447	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	823	rr_64pct	reverb_amp0.5_dur0.5	might others within your organisation have some inkling as to the their desires	might others within your organization have some inklings as to that they are desiring	0.4615	0.5385	1.0	1	0	0	0	might others within your organisation have some inkling as to the their desires	might others within your organization have some inklings as to that they are desiring
3448	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	829	rr_64pct	reverb_amp0.5_dur0.5	should i understand the emerald tablet the boy asked	should they understand the emerald tablet why not	0.4444	0.5556	0.9921	1	0	0	0	should i understand the emerald tablet the boy asked	should they understand the emerald tablet why not
3449	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	845	rr_64pct	reverb_amp0.5_dur0.5	he had a week long residency at the olympia theatre	i had a week long residency as a volunteer educator	0.5	0.5	1.0	1	0	0	0	he had a week long residency at the olympia theatre	i had a week long residency as a volunteer educator
3450	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	846	rr_64pct	reverb_amp0.5_dur0.5	it belongs to the ponda taluk	it belongs to the pundar community	0.3333	0.6667	0.8495	1	0	0	0	it belongs to the ponda taluk	it belongs to the pundar community
